Gender,Age,Figure,Job,Heavy:Light,Passive:Active,Cold:Warm,Dirty:Clean,Traditional:Modern,Plain: Gaudy,Tense:Relaxed,FatL:SlimL,Masculine:Feminine,HMatch:EMatch,Dislike:Like,Group
男,41~50,均匀的,教师,-1,1,1,1,-1,-2,-2,1,1,-1,-3,17
女,18~25,偏胖的,行銷企劃,2,3,-1,1,-2,-1,-1,-2,-1,1,-2,18
女,18~25,偏胖的,設計師,-3,3,-1,-3,1,1,-3,-3,-3,-3,-3,18
女,18~25,偏瘦的,学生,1,3,-1,-1,1,1,1,-1,-2,-1,1,18
女,18~25,均匀的,财务会计,3,1,3,3,3,1,3,-1,1,-2,2,18
女,18~25,均匀的,学生,3,3,3,3,-1,3,-1,-2,-1,-1,-2,18
女,26~30,均匀的,設計,1,2,-1,1,1,1,1,-1,-1,-3,-3,18
女,26~30,偏胖的,服装,-1,2,1,3,2,2,1,-1,-2,-1,-2,18
女,26~30,均匀的,教师,-1,3,-1,1,2,1,-1,-1,2,-3,-2,18
女,26~30,均匀的,医师,-1,3,1,-1,1,1,-1,1,1,-2,-2,18
女,26~30,偏胖的,医学,-1,2,2,-1,3,3,3,2,-1,1,-1,18
女,26~30,均匀的,服装,1,1,1,-1,-1,1,-1,-1,-1,-3,-3,18
女,26~30,均匀的,服装设计,3,3,1,2,2,2,3,-3,-1,-3,-3,18
女,26~30,均匀的,纺织研究助理,1,3,1,-1,1,2,-1,-2,-3,-3,-2,18
女,31~40,偏瘦的,(空),-2,3,-1,1,1,1,1,-3,-3,-3,-3,18
女,31~40,均匀的,(空),1,2,-3,3,3,3,2,1,-3,-3,-3,18
女,31~40,均匀的,教师,-1,3,1,1,-1,-1,-1,1,-1,1,-1,18
女,31~40,偏胖的,教育,2,-2,3,3,3,3,3,3,1,2,3,18
男,18~25,均匀的,master of school of architecture,1,1,-1,1,3,1,-1,2,-2,-3,-1,18
男,18~25,偏瘦的,广告,1,1,-1,-2,-2,-1,-2,1,-1,2,2,18
男,18~25,均匀的,学生,1,-1,2,1,2,1,1,2,1,1,1,18
男,18~25,均匀的,学生,-1,2,-1,-1,1,2,-1,-1,1,-1,-1,18
男,18~25,均匀的,学生,1,3,1,2,1,1,1,-2,2,-2,-3,18
男,18~25,均匀的,学生,2,3,-1,1,1,1,2,1,1,2,-2,18
男,18岁以下,偏瘦的,本科在校学生,1,-1,1,-1,1,1,1,1,3,-1,2,18
男,26~30,偏胖的,学生,1,2,-1,2,2,1,-3,1,2,-3,-3,18
男,26~30,均匀的,颜色科学,3,3,1,3,3,3,3,2,2,2,2,18
男,26~30,偏胖的,(空),2,3,2,2,2,2,2,1,1,1,-2,18
男,26~30,偏瘦的,design master,1,3,-1,-3,-1,-1,-2,2,-1,-2,-3,18
男,31~40,偏胖的,工业设计,3,3,2,1,3,3,2,1,3,-3,-3,18
男,31~40,偏胖的,教師,2,3,3,3,3,3,3,3,1,3,1,18
男,31~40,偏胖的,(空),-1,3,-2,3,3,3,-3,1,1,-2,-2,18
男,31~40,偏胖的,design phd,1,3,2,3,3,3,2,2,2,-3,-2,18
男,31~40,偏胖的,(空),2,2,-1,2,-2,1,-1,-1,2,-1,1,18
男,41~50,均匀的,教师,-2,2,-2,-2,-2,-2,-1,-1,1,-3,-3,18
女,18~25,偏胖的,行銷企劃,-2,3,-1,-3,-2,-1,-2,-2,-1,-3,-3,19
女,18~25,偏胖的,設計師,-3,3,-2,-3,-3,1,-3,-3,-3,-3,-3,19
女,18~25,偏瘦的,学生,1,2,-1,1,1,-1,1,2,-2,2,2,19
女,18~25,均匀的,财务会计,-1,1,-2,3,-1,1,1,-1,-1,-2,2,19
女,18~25,均匀的,学生,3,3,3,3,3,2,2,2,-2,3,2,19
女,26~30,均匀的,設計,1,2,-1,1,2,1,2,1,-1,-3,-2,19
女,26~30,偏胖的,服装,-1,-2,-2,2,1,1,-1,-1,-2,-2,1,19
女,26~30,均匀的,教师,-1,3,-1,1,1,1,-1,1,-2,1,2,19
女,26~30,均匀的,医师,-2,2,-2,-1,-2,-2,-1,2,-2,2,1,19
女,26~30,偏胖的,医学,2,-2,-1,3,3,1,3,3,-1,3,3,19
女,26~30,均匀的,服装,1,-1,-1,-1,1,1,-1,1,-3,-3,-3,19
女,26~30,均匀的,服装设计,3,2,1,2,2,1,3,-1,-3,-3,-3,19
女,26~30,均匀的,纺织研究助理,-1,1,-2,2,2,1,-1,1,-3,-2,-1,19
女,31~40,偏瘦的,(空),-2,3,-2,1,2,1,-2,-2,1,-3,-1,19
女,31~40,均匀的,(空),1,2,-1,2,2,-1,1,1,-1,1,-2,19
女,31~40,均匀的,教师,1,3,-1,1,-1,-1,-1,-1,-1,-1,1,19
女,31~40,偏胖的,教育,-1,2,2,2,2,3,-2,2,-1,2,1,19
男,18~25,均匀的,master of school of architecture,-1,1,-1,2,3,-2,1,2,-2,-3,-1,19
男,18~25,偏瘦的,广告,1,1,1,2,1,1,2,2,-1,2,1,19
男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,1,1,1,19
男,18~25,均匀的,学生,-1,-2,-1,1,1,1,1,1,-1,-1,1,19
男,18~25,均匀的,学生,-1,3,-1,1,-1,-1,1,1,-1,1,1,19
男,18~25,均匀的,学生,-2,2,-2,-1,-1,-2,-1,-1,-2,-2,-2,19
男,18岁以下,偏瘦的,本科在校学生,-1,1,-1,1,1,-1,-1,1,-1,-1,-3,19
男,26~30,偏胖的,学生,-1,2,2,1,2,-2,2,1,-2,2,3,19
男,26~30,均匀的,颜色科学,1,3,1,2,1,1,1,1,1,1,-1,19
男,26~30,偏胖的,(空),1,3,-1,1,1,1,-1,1,-1,1,1,19
男,26~30,偏瘦的,design master,1,2,-1,-2,2,-1,-2,-1,2,-3,1,19
男,31~40,偏胖的,工业设计,2,3,1,1,2,2,2,1,2,-3,-2,19
男,31~40,偏胖的,教師,1,3,2,2,1,2,1,2,1,2,2,19
男,31~40,偏胖的,(空),-1,-3,-2,2,1,1,-1,1,2,-2,2,19
男,31~40,偏胖的,design phd,1,2,1,3,2,2,1,1,2,-1,1,19
男,31~40,偏胖的,(空),2,-1,1,2,2,-1,-2,3,2,2,-1,19
男,41~50,均匀的,教师,1,2,-1,1,-1,-2,-1,-1,-2,1,-1,19
女,18~25,偏胖的,行銷企劃,-2,-2,-2,-1,-3,-2,-1,-1,-2,-3,-3,20
女,18~25,偏胖的,設計師,-1,2,-1,1,-1,-1,-1,-1,-2,-1,-1,20
女,18~25,偏瘦的,学生,1,2,-1,-1,1,-1,1,-1,-2,-2,1,20
女,18~25,均匀的,财务会计,1,1,1,3,1,1,2,-1,-1,-1,1,20
女,18~25,均匀的,学生,1,-3,1,1,-1,-2,-1,-1,1,1,-1,20
女,26~30,均匀的,設計,-1,-2,-1,1,-1,-1,1,1,-1,2,1,20
女,26~30,偏胖的,服装,-1,-2,1,2,-1,1,-2,-1,-2,1,1,20
女,26~30,均匀的,教师,-1,1,-1,-1,2,2,-1,1,-1,-3,-2,20
女,26~30,均匀的,医师,-1,-1,1,1,1,1,-1,-1,-2,-2,-2,20
女,26~30,偏胖的,医学,1,-2,2,2,3,2,2,2,2,1,2,20
女,26~30,均匀的,服装,1,-2,-1,1,-1,-1,1,1,-2,-1,1,20
女,26~30,均匀的,服装设计,-2,-1,-1,3,-2,-2,-2,3,-3,3,-2,20
女,26~30,均匀的,纺织研究助理,1,-1,-1,2,1,2,-1,2,-2,2,-1,20
女,31~40,偏瘦的,(空),-2,3,-2,2,-2,1,-2,2,-2,2,1,20
女,31~40,均匀的,(空),-1,-2,-2,1,1,2,1,1,-2,-2,-1,20
女,31~40,均匀的,教师,1,-1,-1,-1,1,-1,-1,-1,-2,-1,1,20
女,31~40,偏胖的,教育,-2,-2,-2,3,3,-3,2,3,-2,3,3,20
男,18~25,均匀的,master of school of architecture,1,-2,1,1,-2,-2,1,1,-2,1,-1,20
男,18~25,偏瘦的,广告,-1,1,-1,2,-1,-2,1,-1,-2,3,2,20
男,18~25,均匀的,学生,1,-1,1,1,1,1,2,2,2,1,1,20
男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,-1,1,1,20
男,18~25,均匀的,学生,-1,-2,-1,-2,-1,-1,-1,-1,-1,1,-2,20
男,18~25,均匀的,学生,1,-2,-1,1,2,2,1,-1,1,2,1,20
男,18岁以下,偏瘦的,本科在校学生,-1,-1,-1,1,1,1,-1,1,-2,-2,-3,20
男,26~30,偏胖的,学生,-2,-1,-2,1,-1,1,2,1,-1,2,1,20
男,26~30,均匀的,颜色科学,2,3,-2,2,3,2,2,2,-2,2,2,20
男,26~30,偏胖的,(空),1,-1,1,1,1,-1,-1,1,-1,-3,-3,20
男,26~30,偏瘦的,design master,-2,1,-1,2,-2,-2,1,2,-2,2,2,20
男,31~40,偏胖的,工业设计,-1,3,-2,1,1,1,-1,1,1,1,-1,20
男,31~40,偏胖的,教師,1,-2,2,2,2,2,2,2,1,-1,1,20
男,31~40,偏胖的,(空),-1,-3,-2,-1,2,-2,2,1,-2,2,1,20
男,31~40,偏胖的,design phd,-1,-2,-1,3,1,-1,-1,1,-2,1,2,20
男,31~40,偏胖的,(空),-3,-2,-2,-2,-2,-3,-3,-1,1,-2,-2,20
男,41~50,均匀的,教师,-1,-1,-2,1,-1,-2,-2,-1,-1,1,1,20
女,18~25,偏胖的,行銷企劃,-1,3,-2,-1,-1,-1,2,-2,2,-3,-3,21
女,18~25,偏胖的,設計師,-3,3,-2,-3,-2,2,-2,-3,2,-3,-3,21
女,18~25,偏瘦的,学生,1,3,1,-1,1,2,2,-1,2,-2,1,21
女,18~25,均匀的,财务会计,1,1,-1,3,2,1,1,-1,1,-1,-1,21
女,18~25,均匀的,学生,1,3,1,2,1,-1,2,1,-1,-2,-1,21
女,26~30,均匀的,設計,-1,2,1,1,1,1,-1,-1,1,-3,-3,21
女,26~30,偏胖的,服装,-1,3,3,2,2,1,1,-2,2,2,1,21
女,26~30,均匀的,教师,1,3,1,1,2,2,-1,1,-3,-3,-3,21
女,26~30,均匀的,医师,1,3,1,1,1,1,-1,-1,-1,-2,-1,21
女,26~30,偏胖的,医学,1,2,2,3,2,1,2,1,2,2,1,21
女,26~30,均匀的,服装,-1,2,1,-2,1,1,-2,-1,-1,-3,-3,21
女,26~30,均匀的,服装设计,2,3,2,-2,3,-1,2,1,3,-3,-3,21
女,26~30,均匀的,纺织研究助理,1,2,1,2,2,3,1,-2,-3,-2,-2,21
女,31~40,偏瘦的,(空),-1,3,1,1,2,3,-2,-2,1,-3,1,21
女,31~40,均匀的,(空),1,2,-2,2,3,3,2,-1,2,-3,-3,21
女,31~40,均匀的,教师,-1,2,-2,-2,1,-1,-1,-1,1,-1,-1,21
女,31~40,偏胖的,教育,-3,3,1,1,2,3,-3,1,2,-3,-3,21
男,18~25,均匀的,master of school of architecture,2,2,2,2,3,1,1,1,2,-1,-1,21
男,18~25,偏瘦的,广告,1,1,-2,-3,-3,-3,-3,-3,1,-3,-3,21
男,18~25,均匀的,学生,1,1,2,2,1,1,1,1,1,2,1,21
男,18~25,均匀的,学生,1,3,-1,1,2,1,1,1,-1,1,1,21
男,18~25,均匀的,学生,1,2,-1,2,1,1,1,-1,-1,-1,-2,21
男,18~25,均匀的,学生,2,3,1,1,1,2,1,1,1,-2,-1,21
男,18岁以下,偏瘦的,本科在校学生,2,1,1,1,1,1,1,1,-1,1,2,21
男,26~30,偏胖的,学生,1,2,-1,1,2,1,-2,1,2,-1,1,21
男,26~30,均匀的,颜色科学,3,3,-2,3,3,3,3,2,2,2,2,21
男,26~30,偏胖的,(空),1,2,-1,1,1,-1,1,1,-1,-3,-3,21
男,26~30,偏瘦的,design master,-2,2,2,-2,3,2,-2,1,1,-2,-2,21
男,31~40,偏胖的,工业设计,3,3,2,1,3,3,2,1,3,-3,-3,21
男,31~40,偏胖的,教師,1,3,2,2,1,1,2,1,1,2,2,21
男,31~40,偏胖的,(空),2,-2,2,3,3,3,-2,2,2,-2,3,21
男,31~40,偏胖的,design phd,-1,2,-1,2,1,2,1,-1,2,-3,-3,21
男,31~40,偏胖的,(空),-1,2,2,2,3,2,1,2,3,-1,-2,21
男,41~50,均匀的,教师,1,1,1,1,2,2,-1,1,2,-2,-2,21
女,18~25,偏胖的,行銷企劃,1,3,2,1,-1,2,-2,-1,3,-2,-3,22
女,18~25,偏胖的,設計師,-2,3,1,-1,1,2,-2,-3,3,-3,-3,22
女,18~25,偏瘦的,学生,2,3,1,-1,1,1,1,-1,-2,-2,-2,22
女,18~25,均匀的,财务会计,3,1,3,3,1,1,3,-1,2,1,2,22
女,18~25,均匀的,学生,3,3,3,3,3,3,3,3,3,3,3,22
女,26~30,均匀的,設計,1,2,3,1,1,1,1,-1,3,-3,-3,22
女,26~30,偏胖的,服装,2,3,2,2,1,-1,1,-2,3,-2,2,22
女,26~30,均匀的,教师,2,3,2,2,3,2,3,-1,1,-1,1,22
女,26~30,均匀的,医师,2,3,2,-1,2,2,2,-1,2,-2,1,22
女,26~30,偏胖的,医学,-1,2,1,1,2,1,1,2,1,2,1,22
女,26~30,均匀的,服装,1,3,1,-3,1,1,1,1,3,-3,-3,22
女,26~30,均匀的,服装设计,3,3,2,3,2,3,2,1,3,-3,-3,22
女,26~30,均匀的,纺织研究助理,-1,3,1,2,2,3,-1,-1,2,-2,-1,22
女,31~40,偏瘦的,(空),2,3,2,2,2,3,2,-2,-3,-3,-3,22
女,31~40,均匀的,(空),2,3,2,2,3,3,3,1,3,-1,2,22
女,31~40,均匀的,教师,1,3,-1,-1,-1,1,-1,-1,-1,-1,1,22
女,31~40,偏胖的,教育,-2,3,2,3,-2,3,-1,2,3,3,3,22
男,18~25,均匀的,master of school of architecture,1,2,1,3,3,1,1,-1,-2,-2,2,22
男,18~25,偏瘦的,广告,2,-1,2,2,1,-2,2,1,3,2,2,22
男,18~25,均匀的,学生,1,2,1,2,1,1,1,-1,1,2,1,22
男,18~25,均匀的,学生,1,-2,1,-1,1,-1,1,-1,-1,-1,-1,22
男,18~25,均匀的,学生,2,3,2,2,2,2,2,-1,1,-1,-1,22
男,18~25,均匀的,学生,1,3,2,1,2,-1,3,1,1,-1,2,22
男,18岁以下,偏瘦的,本科在校学生,1,-1,1,-1,-1,-1,1,1,-1,-2,-2,22
男,26~30,偏胖的,学生,1,2,2,2,2,1,2,2,2,2,1,22
男,26~30,均匀的,颜色科学,3,3,3,3,3,3,3,3,3,2,3,22
男,26~30,偏胖的,(空),1,3,1,2,1,-1,1,1,-1,-2,-2,22
男,26~30,偏瘦的,design master,-2,3,2,-3,-1,2,-2,1,2,-2,-3,22
男,31~40,偏胖的,工业设计,3,3,2,2,3,3,3,1,3,1,1,22
男,31~40,偏胖的,教師,2,2,3,3,3,2,3,2,1,3,3,22
男,31~40,偏胖的,(空),2,1,2,2,2,2,-2,2,3,-1,3,22
男,31~40,偏胖的,design phd,1,3,1,3,1,1,1,-2,3,-2,-3,22
男,31~40,偏胖的,(空),3,3,2,2,3,3,-1,-2,3,-3,-3,22
男,41~50,均匀的,教师,1,3,2,1,-2,-2,-1,1,2,-2,-2,22
女,18~25,偏胖的,行銷企劃,3,-1,1,1,-1,-2,1,-1,3,1,1,23
女,18~25,偏胖的,設計師,-1,2,1,-2,2,2,-2,-3,3,-3,-3,23
女,18~25,偏瘦的,学生,1,2,-2,1,1,-1,1,2,2,1,2,23
女,18~25,均匀的,财务会计,1,1,2,3,-1,-1,2,1,1,1,3,23
女,18~25,均匀的,学生,-2,1,1,1,-1,-2,1,1,-1,2,-1,23
女,26~30,均匀的,設計,1,2,1,1,2,1,1,-1,1,-1,-2,23
女,26~30,偏胖的,服装,2,-2,-1,-1,1,2,2,-1,1,-1,1,23
女,26~30,均匀的,教师,-1,3,1,1,-1,-2,-1,1,-2,-1,-1,23
女,26~30,均匀的,医师,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,23
女,26~30,偏胖的,医学,1,2,1,2,1,2,2,1,2,1,1,23
女,26~30,均匀的,服装,-2,2,1,-1,1,1,-1,-3,3,-3,-3,23
女,26~30,均匀的,服装设计,3,2,3,3,3,3,3,1,3,-3,-3,23
女,26~30,均匀的,纺织研究助理,1,3,2,2,2,1,1,-2,-1,-3,-1,23
女,31~40,偏瘦的,(空),2,3,2,1,2,3,2,-3,-3,-3,-3,23
女,31~40,均匀的,(空),2,2,2,1,2,1,2,1,3,-1,1,23
女,31~40,均匀的,教师,1,3,-2,-1,1,-1,-1,-2,-1,1,1,23
女,31~40,偏胖的,教育,1,-2,1,2,2,3,-1,-1,2,1,2,23
男,18~25,均匀的,master of school of architecture,3,1,3,3,3,1,3,-2,-2,-1,3,23
男,18~25,偏瘦的,广告,2,-1,1,1,-2,-2,1,-1,3,1,1,23
男,18~25,均匀的,学生,1,1,1,1,1,1,1,1,1,1,1,23
男,18~25,均匀的,学生,1,-2,1,-1,-1,-1,1,-1,-1,-1,1,23
男,18~25,均匀的,学生,-1,3,1,-2,-1,-1,-1,2,2,1,2,23
男,18~25,均匀的,学生,-1,3,1,-1,-1,-1,1,1,1,1,1,23
男,18岁以下,偏瘦的,本科在校学生,-2,1,-1,-3,-1,-1,-2,1,-2,-2,-1,23
男,26~30,偏胖的,学生,-1,2,2,2,-2,-1,2,-1,2,1,1,23
男,26~30,均匀的,颜色科学,2,2,2,2,2,2,2,2,2,2,3,23
男,26~30,偏胖的,(空),-1,2,1,1,-1,-1,-1,1,-1,1,-1,23
男,26~30,偏瘦的,design master,2,3,3,2,3,2,1,-1,3,-1,2,23
男,31~40,偏胖的,工业设计,2,3,2,-2,1,1,2,1,2,1,1,23
男,31~40,偏胖的,教師,1,2,1,2,1,1,1,-1,-1,1,1,23
男,31~40,偏胖的,(空),2,1,2,1,2,2,-2,3,3,-2,2,23
男,31~40,偏胖的,design phd,1,1,1,-2,1,1,1,1,3,1,-3,23
男,31~40,偏胖的,(空),-1,2,3,2,3,3,2,2,3,-2,-3,23
男,41~50,均匀的,教师,1,2,1,-1,1,1,1,1,1,-1,-2,23
女,18~25,偏胖的,行銷企劃,3,-1,2,-1,-3,-3,2,-2,3,1,-3,24
女,18~25,偏胖的,設計師,-2,1,1,-1,-1,2,-2,-3,2,-3,-3,24
女,18~25,偏瘦的,学生,-1,2,1,-3,-2,2,1,-3,3,-3,-3,24
女,18~25,均匀的,财务会计,3,1,3,3,3,2,3,-1,3,3,2,24
女,18~25,均匀的,学生,3,1,3,3,3,3,3,3,3,3,3,24
女,26~30,均匀的,設計,1,2,1,1,2,1,1,-1,1,-2,-2,24
女,26~30,偏胖的,服装,-2,-2,1,2,2,1,-1,-2,-1,-1,1,24
女,26~30,均匀的,教师,2,2,1,3,3,1,3,-1,2,-1,2,24
女,26~30,均匀的,医师,2,1,2,1,2,2,2,-1,3,-1,3,24
女,26~30,偏胖的,医学,3,-1,2,3,2,3,3,-2,2,2,2,24
女,26~30,均匀的,服装,-1,2,-1,-2,-2,1,-2,-1,1,-2,-1,24
女,26~30,均匀的,服装设计,3,2,3,3,3,3,3,-3,2,-3,-3,24
女,26~30,均匀的,纺织研究助理,2,3,3,3,2,2,2,1,3,1,2,24
女,31~40,偏瘦的,(空),1,2,2,1,1,2,1,-3,-3,-3,-3,24
女,31~40,均匀的,(空),2,-1,3,2,2,2,2,-1,3,-2,-1,24
女,31~40,均匀的,教师,-2,2,-1,1,-1,-1,1,1,-2,-1,-1,24
女,31~40,偏胖的,教育,-1,3,2,-1,-2,-2,-2,-2,1,-1,-2,24
男,18~25,均匀的,master of school of architecture,2,2,3,2,1,1,3,-2,-1,1,1,24
男,18~25,偏瘦的,广告,1,1,-1,-1,-2,-2,-1,-3,-1,-2,-3,24
男,18~25,均匀的,学生,1,-1,1,1,1,1,1,1,1,1,1,24
男,18~25,均匀的,学生,1,3,2,1,1,1,2,1,1,1,1,24
男,18~25,均匀的,学生,3,3,2,2,2,1,2,-1,3,-1,2,24
男,18~25,均匀的,学生,3,2,2,1,2,1,3,2,3,3,3,24
男,18岁以下,偏瘦的,本科在校学生,2,-1,2,1,2,2,2,3,3,1,3,24
男,26~30,偏胖的,学生,-2,2,2,2,-2,-2,3,-1,1,1,1,24
男,26~30,均匀的,颜色科学,1,2,2,2,2,2,2,2,2,2,2,24
男,26~30,偏胖的,(空),2,3,2,2,2,2,2,1,1,1,-1,24
男,26~30,偏瘦的,design master,-1,2,3,-2,2,2,-1,-1,3,-2,2,24
男,31~40,偏胖的,工业设计,2,3,3,-1,1,1,2,1,1,1,1,24
男,31~40,偏胖的,教師,-1,2,1,2,1,1,1,1,1,1,2,24
男,31~40,偏胖的,(空),2,-1,2,-1,1,1,-2,2,2,-1,1,24
男,31~40,偏胖的,design phd,-1,-2,2,-1,-1,-1,1,-1,1,-2,-3,24
男,31~40,偏胖的,(空),1,-2,2,2,3,-1,2,-1,2,-2,2,24
男,41~50,均匀的,教师,1,1,1,1,-2,-2,-2,1,2,-2,-2,24
女,18~25,偏胖的,行銷企劃,3,-1,2,2,1,1,2,-1,2,1,1,25
女,18~25,偏胖的,設計師,1,1,-1,1,1,2,-1,-2,1,-3,-3,25
女,18~25,偏瘦的,学生,1,2,-1,1,1,-2,1,2,2,2,2,25
女,18~25,均匀的,财务会计,-2,-1,-2,3,-2,-1,-1,-1,1,-1,2,25
女,18~25,均匀的,学生,1,1,-1,-1,1,1,-2,-3,1,-1,-3,25
女,26~30,均匀的,設計,-1,2,-1,-1,1,-1,-1,-1,-1,-3,-2,25
女,26~30,偏胖的,服装,-3,-2,-2,-1,-2,-1,-2,-2,2,-1,-3,25
女,26~30,均匀的,教师,-2,1,-1,-1,-2,-2,-2,1,-2,-2,-2,25
女,26~30,均匀的,医师,-2,1,-1,-2,-2,-1,-2,1,1,-1,1,25
女,26~30,偏胖的,医学,2,2,1,3,3,2,3,-1,2,1,2,25
女,26~30,均匀的,服装,-1,2,-1,-3,-1,1,1,-1,-1,-3,-1,25
女,26~30,均匀的,服装设计,3,1,2,1,2,3,-1,-2,3,-2,-3,25
女,26~30,均匀的,纺织研究助理,1,3,3,2,1,2,1,1,1,1,2,25
女,31~40,偏瘦的,(空),-2,1,-1,-3,-2,1,-2,-3,-3,-3,-3,25
女,31~40,均匀的,(空),3,2,2,1,-3,-2,2,2,3,3,1,25
女,31~40,均匀的,教师,-2,1,1,1,-1,1,-2,1,-1,-1,1,25
女,31~40,偏胖的,教育,3,-2,2,1,3,2,3,1,2,3,3,25
男,18~25,均匀的,master of school of architecture,3,1,3,3,3,1,3,-2,1,-1,3,25
男,18~25,偏瘦的,广告,-1,1,1,-3,-1,-2,-1,-1,-1,-2,-3,25
男,18~25,均匀的,学生,1,1,1,1,1,1,1,2,1,1,1,25
男,18~25,均匀的,学生,-1,-2,-1,-1,1,2,-1,-1,1,-1,-1,25
男,18~25,均匀的,学生,-2,3,1,-2,-3,-3,-2,1,1,1,1,25
男,18~25,均匀的,学生,-2,2,-1,-3,-2,-1,-2,-1,-1,-2,-2,25
男,18岁以下,偏瘦的,本科在校学生,-2,1,1,-1,-1,-1,-1,1,1,-2,-2,25
男,26~30,偏胖的,学生,2,1,1,2,1,-1,3,-1,3,1,3,25
男,26~30,均匀的,颜色科学,1,2,1,1,1,1,1,1,1,1,-1,25
男,26~30,偏胖的,(空),-1,1,1,1,1,2,1,1,-1,1,-1,25
男,26~30,偏瘦的,design master,2,2,2,-2,2,1,1,-2,2,-2,1,25
男,31~40,偏胖的,工业设计,2,3,3,-2,1,2,2,-1,3,-3,-3,25
男,31~40,偏胖的,教師,1,2,1,1,-1,1,1,1,1,-2,1,25
男,31~40,偏胖的,(空),3,-2,2,3,3,3,-1,2,2,-1,2,25
男,31~40,偏胖的,design phd,2,-1,2,-1,-3,-3,-1,-1,-1,-2,-3,25
男,31~40,偏胖的,(空),2,-2,1,-2,2,2,1,2,1,1,-2,25
男,41~50,均匀的,教师,-1,1,1,-2,1,-1,-1,-1,2,-3,-2,25
女,18~25,偏胖的,行銷企劃,2,-2,1,-2,-3,-3,2,-2,1,-2,-3,26
女,18~25,偏胖的,設計師,-2,-2,-2,-3,-2,-2,-2,-3,-2,-2,-3,26
女,18~25,偏瘦的,学生,1,1,1,-3,-2,2,1,-2,-3,-3,-3,26
女,18~25,均匀的,财务会计,1,-3,-1,3,2,2,1,-1,1,-1,1,26
女,18~25,均匀的,学生,-1,-3,-1,3,-2,3,-1,-2,-2,-2,-1,26
女,26~30,均匀的,設計,-2,-2,-1,-2,1,-1,-1,1,-1,-3,-3,26
女,26~30,偏胖的,服装,1,-2,-2,-1,-1,1,1,-2,-1,1,-1,26
女,26~30,均匀的,教师,-1,-1,-1,-1,3,2,-1,1,-1,-3,-2,26
女,26~30,均匀的,医师,-2,-2,-1,-1,-1,-1,-2,-1,-2,-3,-2,26
女,26~30,偏胖的,医学,1,-2,2,-2,2,2,-2,-1,2,-1,-3,26
女,26~30,均匀的,服装,1,-2,1,-1,-1,-1,-1,1,-3,-2,-2,26
女,26~30,均匀的,服装设计,-1,-3,-2,-3,-3,-3,-1,1,1,-3,-3,26
女,26~30,均匀的,纺织研究助理,-2,-1,-1,1,1,1,-1,-1,2,1,1,26
女,31~40,偏瘦的,(空),-3,-2,-3,1,-3,-3,-3,2,-1,3,-3,26
女,31~40,均匀的,(空),-2,-2,-1,-2,2,-2,2,3,1,3,3,26
女,31~40,均匀的,教师,-2,-2,-1,-1,-1,1,-1,-1,-2,1,1,26
女,31~40,偏胖的,教育,-2,-2,2,-2,-2,-3,-1,-2,-3,-3,-2,26
男,18~25,均匀的,master of school of architecture,-1,-1,-1,1,-3,-3,1,-2,-2,2,2,26
男,18~25,偏瘦的,广告,-1,1,1,-1,-1,-2,2,1,-3,3,2,26
男,18~25,均匀的,学生,1,-2,2,2,2,1,1,2,1,1,1,26
男,18~25,均匀的,学生,-1,-2,-1,1,1,2,1,1,-1,-1,-1,26
男,18~25,均匀的,学生,1,-2,-1,-1,1,1,-1,-2,-2,-2,-3,26
男,18~25,均匀的,学生,-2,-1,-2,-2,-1,-1,-2,-3,-1,-3,-2,26
男,18岁以下,偏瘦的,本科在校学生,2,-1,2,1,1,2,2,1,2,-2,1,26
男,26~30,偏胖的,学生,3,-1,2,2,-2,-2,3,-1,-2,2,2,26
男,26~30,均匀的,颜色科学,-1,2,-2,-2,-3,-3,-1,-1,-1,-1,-1,26
男,26~30,偏胖的,(空),1,-1,1,2,2,1,-1,1,1,-1,-1,26
男,26~30,偏瘦的,design master,-1,1,2,-2,-1,-3,2,1,2,2,1,26
男,31~40,偏胖的,工业设计,-2,1,-1,-3,-3,-3,-1,1,-3,2,1,26
男,31~40,偏胖的,教師,-2,-2,-2,-2,-2,-3,-2,-1,-2,-2,-2,26
男,31~40,偏胖的,(空),1,-3,1,-2,1,-2,2,2,2,2,1,26
男,31~40,偏胖的,design phd,-1,-3,1,-1,1,-1,1,-1,-3,1,-2,26
男,31~40,偏胖的,(空),2,-3,-1,2,-2,-1,2,2,1,2,-1,26
男,41~50,均匀的,教师,-2,1,-2,1,-1,-3,-3,1,-2,2,-3,26
女,18~25,偏胖的,行銷企劃,1,3,-2,-1,1,-2,2,-2,1,-3,-3,27
女,18~25,偏胖的,設計師,-1,3,-1,-1,1,1,-1,-3,3,-3,-3,27
女,18~25,偏瘦的,学生,1,3,-1,-1,1,1,1,-1,1,-1,-2,27
女,18~25,均匀的,财务会计,-1,1,-2,3,1,-1,-1,1,-1,-2,-1,27
女,18~25,均匀的,学生,-1,3,-1,-1,1,1,-1,-2,-2,-2,-1,27
女,26~30,均匀的,設計,1,2,-1,1,2,1,1,-1,-1,1,-3,27
女,26~30,偏胖的,服装,-2,3,1,-1,1,1,-1,-1,2,-1,1,27
