,Gender,Age,Figure,Job,Heavy:Light,Passive:Active,Cold:Warm,Dirty:Clean,Traditional:Modern,Plain: Gaudy,Tense:Relaxed,FatL:SlimL,Masculine:Feminine,HMatch:EMatch,Dislike:Like,Group
285,女,31~40,偏瘦的,(空),-1,1,3,1,2,3,2,-3,2,-3,-3,8
286,女,31~40,均匀的,(空),1,2,3,1,2,2,2,-1,3,-1,1,8
287,女,31~40,均匀的,教师,-2,2,-1,1,-1,-1,2,1,-1,1,1,8
288,女,31~40,偏胖的,教育,-1,-2,2,1,-1,2,-1,-1,2,-1,-1,8
289,男,18~25,均匀的,master of school of architecture,1,3,2,2,3,2,1,-1,-2,3,1,8
290,男,18~25,偏瘦的,广告,2,1,1,-1,-2,-2,1,-2,3,-3,-3,8
291,男,18~25,均匀的,学生,2,1,2,2,1,2,2,1,1,1,1,8
292,男,18~25,均匀的,学生,1,3,-1,-1,1,1,1,1,-1,1,-1,8
293,男,18~25,均匀的,学生,-1,3,-1,-1,-1,-1,-1,3,-1,3,3,8
294,男,18~25,均匀的,学生,2,3,1,3,-1,-2,3,1,-1,-1,2,8
295,男,18岁以下,偏瘦的,本科在校学生,1,-1,1,3,-2,-2,2,3,2,2,3,8
296,男,26~30,偏胖的,学生,2,2,3,2,-2,-2,3,-1,3,3,3,8
297,男,26~30,均匀的,颜色科学,2,3,2,2,2,2,2,2,2,1,2,8
298,男,26~30,偏胖的,(空),1,3,1,2,-1,-1,1,-1,-1,2,-2,8
299,男,26~30,偏瘦的,design master,2,3,3,2,3,2,1,-1,2,2,2,8
300,男,31~40,偏胖的,工业设计,1,3,3,-1,1,1,3,1,1,1,1,8
301,男,31~40,偏胖的,教師,2,3,2,2,2,2,2,2,1,2,2,8
302,男,31~40,偏胖的,(空),2,-3,2,1,2,2,-1,2,2,-1,2,8
303,男,31~40,偏胖的,design phd,1,1,1,3,3,2,1,1,2,-1,-2,8
304,男,31~40,偏胖的,(空),2,1,2,2,1,2,-2,1,2,1,1,8
305,男,41~50,均匀的,教师,1,3,1,1,-1,-1,-2,1,3,-3,-3,8
306,女,18~25,偏胖的,行銷企劃,-2,3,1,-3,-2,-3,-2,-2,1,-3,-3,9
307,女,18~25,偏胖的,設計師,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,9
308,女,18~25,偏瘦的,学生,2,-1,1,1,2,1,2,-1,2,-1,1,9
309,女,18~25,均匀的,财务会计,2,-1,1,3,2,1,2,1,3,1,3,9
310,女,18~25,均匀的,学生,2,1,2,2,1,-1,1,-1,3,1,3,9
311,女,26~30,均匀的,設計,-2,-2,-2,-1,2,1,1,1,-2,-1,-2,9
312,女,26~30,偏胖的,服装,-1,-1,1,1,-1,-1,1,-1,-1,1,2,9
313,女,26~30,均匀的,教师,2,-2,2,3,3,2,3,-1,3,-1,3,9
314,女,26~30,均匀的,医师,2,-2,2,2,2,2,2,-2,3,1,3,9
315,女,26~30,偏胖的,医学,3,-3,2,2,3,2,2,-1,3,2,3,9
316,女,26~30,均匀的,服装,1,-2,1,-3,-3,-3,-1,-1,-2,-1,-1,9
317,女,26~30,均匀的,服装设计,-2,-2,-3,-2,2,-2,-1,2,-3,-3,-3,9
318,女,26~30,均匀的,纺织研究助理,-2,1,1,-2,-1,1,-1,-1,-3,1,-3,9
319,女,31~40,偏瘦的,(空),-3,1,-3,-3,-2,-2,-3,3,-3,-3,-3,9
320,女,31~40,均匀的,(空),1,-2,1,-2,-1,-2,1,1,-1,-1,-3,9
321,女,31~40,均匀的,教师,1,1,1,1,2,2,1,1,1,-2,2,9
322,女,31~40,偏胖的,教育,-3,-2,2,-3,-2,-2,-1,-1,-3,-3,-3,9
323,男,18~25,均匀的,master of school of architecture,-2,-2,-1,-2,-1,-1,-1,1,-2,-3,-3,9
324,男,18~25,偏瘦的,广告,-1,1,-1,-1,1,-1,1,2,2,2,-1,9
325,男,18~25,均匀的,学生,-1,2,-1,2,-1,-1,-1,1,1,-1,1,9
326,男,18~25,均匀的,学生,1,-2,1,1,2,1,1,1,1,1,1,9
327,男,18~25,均匀的,学生,2,1,2,1,1,1,1,-1,2,-1,1,9
328,男,18~25,均匀的,学生,2,-2,1,2,-1,-1,2,-2,1,1,1,9
329,男,18岁以下,偏瘦的,本科在校学生,2,-1,3,1,1,2,2,2,2,-1,3,9
330,男,26~30,偏胖的,学生,-1,-1,1,-2,-2,-1,1,-1,-1,1,-1,9
331,男,26~30,均匀的,颜色科学,-2,3,-1,-2,-3,-3,-1,-2,-2,-2,-2,9
332,男,26~30,偏胖的,(空),2,-1,2,2,2,1,2,1,2,1,-3,9
333,男,26~30,偏瘦的,design master,-2,-1,2,-1,-3,-3,3,1,-2,1,1,9
334,男,31~40,偏胖的,工业设计,-3,1,-2,-3,-3,-3,-2,-1,-1,-3,-3,9
335,男,31~40,偏胖的,教師,-2,-2,-1,-2,-2,-2,-2,2,-1,-2,-2,9
336,男,31~40,偏胖的,(空),-1,-3,1,-1,1,1,2,-1,-1,1,-2,9
337,男,31~40,偏胖的,design phd,-1,-2,1,1,-1,-1,1,-1,-1,-1,-3,9
338,男,31~40,偏胖的,(空),1,-1,1,1,2,2,2,-2,-1,1,-1,9
339,男,41~50,均匀的,教师,-3,2,-2,1,-2,-3,-2,-1,-2,-3,-3,9
340,女,18~25,偏胖的,行銷企劃,-2,3,1,-2,-3,-2,-1,-2,-1,-3,-3,10
341,女,18~25,偏胖的,設計師,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,10
342,女,18~25,偏瘦的,学生,1,3,1,-1,-2,2,2,-2,2,-2,-2,10
343,女,18~25,均匀的,财务会计,3,1,3,3,2,2,3,1,2,1,2,10
344,女,18~25,均匀的,学生,-1,3,-1,1,-1,1,-1,-3,3,-3,-3,10
345,女,26~30,均匀的,設計,1,2,1,1,2,1,1,1,-1,-3,-3,10
346,女,26~30,偏胖的,服装,-2,2,1,2,1,1,-1,1,1,-1,-1,10
347,女,26~30,均匀的,教师,1,1,2,2,2,1,-1,-1,2,-2,-2,10
348,女,26~30,均匀的,医师,1,1,1,1,1,1,1,-1,2,-2,-2,10
349,女,26~30,偏胖的,医学,2,-1,2,-2,2,2,-2,-2,3,-2,-2,10
350,女,26~30,均匀的,服装,3,-1,3,-1,1,1,1,1,-1,-3,-2,10
351,女,26~30,均匀的,服装设计,-1,-2,2,-3,-2,-2,1,-1,-3,-3,-3,10
352,女,26~30,均匀的,纺织研究助理,-1,1,-1,1,-1,1,-2,-2,-2,-3,-3,10
353,女,31~40,偏瘦的,(空),-2,3,-2,1,1,1,-1,-1,-3,-3,-3,10
354,女,31~40,均匀的,(空),-1,1,-1,1,-1,-1,-1,-2,-3,-3,-3,10
355,女,31~40,均匀的,教师,-1,2,1,-1,-2,1,-1,1,-2,1,1,10
356,女,31~40,偏胖的,教育,-2,2,1,-2,-2,1,1,-2,-2,-2,-3,10
357,男,18~25,均匀的,master of school of architecture,-1,1,-1,1,-2,-1,1,-1,-2,1,-2,10
358,男,18~25,偏瘦的,广告,-2,-1,-2,-2,-2,-3,-2,-2,-1,-3,-3,10
359,男,18~25,均匀的,学生,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,10
360,男,18~25,均匀的,学生,1,-3,1,1,1,2,-1,1,1,1,-1,10
361,男,18~25,均匀的,学生,2,1,2,2,2,2,2,-1,3,-1,-3,10
362,男,18~25,均匀的,学生,1,1,1,1,2,1,1,-1,2,-1,-1,10
363,男,18岁以下,偏瘦的,本科在校学生,2,1,2,1,2,2,2,-1,1,-1,-1,10
364,男,26~30,偏胖的,学生,-1,2,-1,1,2,-2,-1,1,-1,-1,-1,10
365,男,26~30,均匀的,颜色科学,2,3,-2,2,2,2,2,1,1,1,1,10
366,男,26~30,偏胖的,(空),2,3,2,2,2,2,2,1,1,-1,-2,10
367,男,26~30,偏瘦的,design master,-2,1,1,-2,1,-1,2,1,-2,-1,1,10
368,男,31~40,偏胖的,工业设计,1,-1,-1,-1,3,2,-1,1,1,-3,-3,10
369,男,31~40,偏胖的,教師,2,-2,-2,2,2,2,1,-1,2,1,1,10
370,男,31~40,偏胖的,(空),-1,3,-1,1,1,1,1,1,2,-1,1,10
371,男,31~40,偏胖的,design phd,1,1,1,3,-2,-1,1,1,1,-1,-1,10
372,男,31~40,偏胖的,(空),3,-3,2,2,-2,2,1,2,1,-2,1,10
373,男,41~50,均匀的,教师,-3,2,-2,-1,1,1,-1,-2,-1,-3,-3,10
374,女,18~25,偏胖的,行銷企劃,-3,2,-2,-3,-2,-1,-2,-2,-3,-3,-2,11
375,女,18~25,偏胖的,設計師,-3,-1,-2,-3,-2,-3,-3,-3,-3,-3,-3,11
376,女,18~25,偏瘦的,学生,1,1,2,1,-1,2,2,-2,-2,-2,1,11
377,女,18~25,均匀的,财务会计,2,-1,1,3,1,1,2,1,1,1,3,11
378,女,18~25,均匀的,学生,1,2,2,1,1,-1,2,2,-1,1,1,11
379,女,26~30,均匀的,設計,1,2,-1,1,3,1,1,1,1,1,2,11
380,女,26~30,偏胖的,服装,1,-2,1,1,2,-1,2,2,1,-1,1,11
381,女,26~30,均匀的,教师,2,1,2,3,2,2,3,-1,-1,1,2,11
382,女,26~30,均匀的,医师,2,1,-1,2,1,-1,1,-1,2,1,2,11
383,女,26~30,偏胖的,医学,1,-1,2,2,1,2,2,1,-1,1,1,11
384,女,26~30,均匀的,服装,1,-1,-1,-1,1,-1,1,1,1,-1,-1,11
385,女,26~30,均匀的,服装设计,-2,-2,-1,3,2,2,3,-1,-3,-3,-1,11
386,女,26~30,均匀的,纺织研究助理,-2,-1,-1,1,-1,1,-2,-1,-3,-2,-2,11
387,女,31~40,偏瘦的,(空),-2,3,-2,2,1,-1,-2,1,-3,-3,-2,11
388,女,31~40,均匀的,(空),3,2,-1,1,-1,-2,1,1,1,-2,2,11
389,女,31~40,均匀的,教师,-1,2,1,1,-2,1,-2,-1,1,2,-1,11
390,女,31~40,偏胖的,教育,-1,-2,1,1,2,2,2,2,-1,2,-1,11
391,男,18~25,均匀的,master of school of architecture,-1,2,-1,-1,2,-1,1,1,-2,-1,-2,11
392,男,18~25,偏瘦的,广告,1,-1,1,1,2,-1,1,2,3,-3,-1,11
393,男,18~25,均匀的,学生,1,-1,-1,2,1,1,1,-1,-1,-1,-1,11
394,男,18~25,均匀的,学生,2,-3,2,2,2,1,1,1,-1,1,1,11
395,男,18~25,均匀的,学生,2,2,-1,2,2,1,1,2,-1,1,2,11
396,男,18~25,均匀的,学生,2,1,1,2,1,1,1,1,1,-1,1,11
397,男,18岁以下,偏瘦的,本科在校学生,2,-1,2,2,2,2,2,2,2,1,2,11
398,男,26~30,偏胖的,学生,-1,2,2,1,1,-1,1,1,-1,2,1,11
399,男,26~30,均匀的,颜色科学,1,2,-2,2,2,2,2,1,2,1,2,11
400,男,26~30,偏胖的,(空),1,3,-1,2,2,1,1,1,-1,-1,-1,11
401,男,26~30,偏瘦的,design master,-2,2,2,-1,-2,-1,1,1,2,-2,2,11
402,男,31~40,偏胖的,工业设计,-2,-1,-1,-2,-2,-3,-1,1,1,-1,-1,11
403,男,31~40,偏胖的,教師,1,3,1,2,1,2,1,1,-1,1,1,11
404,男,31~40,偏胖的,(空),-1,3,-1,1,1,2,1,-1,2,-2,2,11
405,男,31~40,偏胖的,design phd,1,-1,1,3,2,1,1,1,2,1,1,11
406,男,31~40,偏胖的,(空),2,-2,1,1,2,1,2,-2,-2,-2,-2,11
407,男,41~50,均匀的,教师,-2,2,-2,1,-1,-1,-2,-1,-2,-3,-3,11
408,女,18~25,偏胖的,行銷企劃,-1,3,-2,1,-2,-1,-1,-2,-2,-2,-3,12
409,女,18~25,偏胖的,設計師,-3,2,-3,-3,-1,-1,-3,-3,-3,-3,-3,12
410,女,18~25,偏瘦的,学生,1,3,2,-2,1,1,1,-3,-3,-3,-3,12
411,女,18~25,均匀的,财务会计,1,2,1,3,1,1,1,1,1,1,-1,12
412,女,18~25,均匀的,学生,3,3,3,3,-1,3,3,-1,1,-2,2,12
413,女,26~30,均匀的,設計,1,2,-1,1,2,1,1,-1,-1,-3,-3,12
414,女,26~30,偏胖的,服装,1,2,-1,2,1,1,-1,1,-1,-2,1,12
415,女,26~30,均匀的,教师,1,3,-1,1,2,2,1,-1,1,-2,-1,12
416,女,26~30,均匀的,医师,1,3,1,1,1,1,1,-1,-2,-2,-2,12
417,女,26~30,偏胖的,医学,2,3,-1,2,2,2,1,-2,1,-2,-1,12
418,女,26~30,均匀的,服装,1,-1,1,-1,1,-1,-1,-1,-1,1,-2,12
419,女,26~30,均匀的,服装设计,1,1,-1,3,3,3,1,1,-3,1,-3,12
420,女,26~30,均匀的,纺织研究助理,-1,2,-1,2,1,3,-2,-2,-3,-2,-1,12
421,女,31~40,偏瘦的,(空),1,3,-1,1,2,2,-1,-2,-3,-3,-3,12
422,女,31~40,均匀的,(空),1,2,-3,2,2,3,2,-3,-3,-3,-3,12
423,女,31~40,均匀的,教师,-1,3,1,1,-2,1,-1,1,-1,-1,2,12
424,女,31~40,偏胖的,教育,2,3,-2,3,2,3,2,3,1,3,3,12
425,男,18~25,均匀的,master of school of architecture,1,2,-1,2,2,-1,1,-1,-2,-2,2,12
426,男,18~25,偏瘦的,广告,1,1,2,-3,-3,-3,2,-3,-3,-3,-3,12
427,男,18~25,均匀的,学生,1,1,-1,2,1,1,1,1,1,1,1,12
428,男,18~25,均匀的,学生,1,3,1,1,1,1,1,1,-1,1,1,12
429,男,18~25,均匀的,学生,-1,2,-1,1,-1,1,1,1,-1,-1,-2,12
430,男,18~25,均匀的,学生,2,1,1,1,2,2,2,1,-1,2,1,12
431,男,18岁以下,偏瘦的,本科在校学生,1,-1,2,2,1,1,1,1,-1,-2,-2,12
432,男,26~30,偏胖的,学生,-1,-2,-1,3,1,1,2,1,-2,1,-2,12
433,男,26~30,均匀的,颜色科学,3,3,-3,3,3,3,3,3,-3,3,3,12
434,男,26~30,偏胖的,(空),1,3,-1,1,1,1,1,-1,-1,-2,-2,12
435,男,26~30,偏瘦的,design master,-2,1,-1,1,-2,-2,-2,1,-2,-1,-2,12
436,男,31~40,偏胖的,工业设计,2,2,-2,1,2,3,2,1,-1,-3,-3,12
437,男,31~40,偏胖的,教師,1,3,1,2,1,1,1,2,1,1,1,12
438,男,31~40,偏胖的,(空),-2,-2,-3,3,2,2,-2,1,-1,-2,1,12
439,男,31~40,偏胖的,design phd,2,3,2,3,3,2,2,2,-2,-2,-1,12
440,男,31~40,偏胖的,(空),2,3,3,2,2,3,2,2,-2,-2,-3,12
441,男,41~50,均匀的,教师,-2,3,-2,-1,1,1,-2,-1,1,-3,-3,12
442,女,18~25,偏胖的,行銷企劃,1,3,-1,-1,1,1,-2,-2,2,-3,-3,13
443,女,18~25,偏胖的,設計師,-1,3,-1,-3,1,1,-2,-3,3,-3,-3,13
444,女,18~25,偏瘦的,学生,1,3,-2,1,1,-1,1,1,2,2,1,13
445,女,18~25,均匀的,财务会计,-2,2,-2,3,-2,-2,1,1,1,-1,1,13
446,女,18~25,均匀的,学生,-1,3,2,-1,-2,-2,1,-1,-1,1,-1,13
447,女,26~30,均匀的,設計,-1,2,1,1,2,1,-1,-1,1,-3,-3,13
448,女,26~30,偏胖的,服装,-2,3,2,2,1,-1,-1,-1,2,2,1,13
449,女,26~30,均匀的,教师,-1,3,-1,2,-1,-2,2,1,-1,1,-1,13
450,女,26~30,均匀的,医师,-2,3,-2,-2,-2,-2,-1,-1,-2,-1,-2,13
451,女,26~30,偏胖的,医学,-2,3,-1,-1,1,-1,-1,1,-1,-1,-1,13
452,女,26~30,均匀的,服装,-1,3,-2,-1,-1,1,-2,-1,1,-3,-3,13
453,女,26~30,均匀的,服装设计,-1,3,-2,3,3,3,-2,-3,-2,-3,-3,13
454,女,26~30,均匀的,纺织研究助理,-1,3,2,1,1,1,-1,-1,2,-2,-3,13
455,女,31~40,偏瘦的,(空),-1,3,1,1,2,3,-1,-2,-2,-3,-2,13
456,女,31~40,均匀的,(空),2,2,-2,1,2,3,2,1,1,-3,-3,13
457,女,31~40,均匀的,教师,-2,3,1,1,-1,1,2,1,-2,1,1,13
458,女,31~40,偏胖的,教育,-2,-2,1,-1,-2,2,-2,-1,2,-3,-3,13
459,男,18~25,均匀的,master of school of architecture,1,2,2,1,2,-1,1,-1,-2,-2,1,13
460,男,18~25,偏瘦的,广告,-2,1,-1,2,-2,-2,-1,-3,1,-3,-2,13
461,男,18~25,均匀的,学生,1,-2,1,2,1,1,1,1,1,1,1,13
462,男,18~25,均匀的,学生,1,3,1,1,1,-1,1,1,-1,1,1,13
463,男,18~25,均匀的,学生,1,3,1,-1,1,-1,1,-1,-1,1,-1,13
464,男,18~25,均匀的,学生,2,3,-1,2,-2,-3,3,1,-1,1,-2,13
465,男,18岁以下,偏瘦的,本科在校学生,1,-1,1,-2,-2,-1,1,-1,-2,-2,-2,13
466,男,26~30,偏胖的,学生,1,3,1,2,-2,1,-2,1,2,-2,-2,13
467,男,26~30,均匀的,颜色科学,2,3,-2,2,2,2,2,2,2,2,2,13
468,男,26~30,偏胖的,(空),-1,3,-1,1,1,-1,-1,1,-1,-1,-1,13
469,男,26~30,偏瘦的,design master,1,3,1,-3,2,2,-2,1,2,-2,-2,13
470,男,31~40,偏胖的,工业设计,3,3,2,1,3,3,3,1,3,-3,-2,13
471,男,31~40,偏胖的,教師,1,3,2,1,2,1,1,1,1,2,1,13
472,男,31~40,偏胖的,(空),2,3,2,3,3,3,-2,3,3,-2,3,13
473,男,31~40,偏胖的,design phd,-2,3,-1,3,1,2,-3,3,3,-3,-3,13
474,男,31~40,偏胖的,(空),2,3,2,2,1,3,-2,1,-1,2,-2,13
475,男,41~50,均匀的,教师,-2,3,-1,-1,1,1,1,1,-1,-3,-3,13
476,女,18~25,偏胖的,行銷企劃,-3,-2,2,-3,-3,-2,-3,-1,3,-3,-3,14
477,女,18~25,偏胖的,設計師,1,-2,2,1,1,2,1,1,3,2,2,14
478,女,18~25,偏瘦的,学生,2,-3,2,1,2,1,2,1,-2,1,2,14
479,女,18~25,均匀的,财务会计,2,-2,2,3,1,1,2,1,1,-1,2,14
480,女,18~25,均匀的,学生,3,-2,3,3,3,2,3,3,1,1,3,14
481,女,26~30,均匀的,設計,-1,-2,1,-1,2,1,-1,1,1,1,-1,14
482,女,26~30,偏胖的,服装,2,-3,1,2,1,-3,-1,1,-1,-2,-1,14
483,女,26~30,均匀的,教师,1,-2,2,2,2,2,1,-1,1,1,1,14
484,女,26~30,均匀的,医师,2,1,2,2,2,2,2,-1,2,-1,3,14
485,女,26~30,偏胖的,医学,3,-2,3,2,2,2,2,2,2,2,3,14
486,女,26~30,均匀的,服装,-2,-1,2,-1,-1,1,1,1,-3,1,3,14
487,女,26~30,均匀的,服装设计,-1,-2,1,1,-1,-2,-1,1,-3,3,2,14
488,女,26~30,均匀的,纺织研究助理,-2,2,-2,-2,-1,1,-3,-1,-3,1,-3,14
489,女,31~40,偏瘦的,(空),-3,-1,-3,-2,-3,1,-3,2,-3,3,-3,14
490,女,31~40,均匀的,(空),-1,-2,3,1,2,-3,3,3,2,3,3,14
491,女,31~40,均匀的,教师,1,-2,-1,-1,1,-1,-2,-1,-2,1,-2,14
492,女,31~40,偏胖的,教育,-2,-1,2,1,-2,-2,-2,2,1,2,1,14
493,男,18~25,均匀的,master of school of architecture,-2,2,-1,-2,-1,-2,-2,-2,-2,-2,-3,14
494,男,18~25,偏瘦的,广告,1,1,-2,1,1,-1,2,1,3,2,1,14
495,男,18~25,均匀的,学生,-1,1,1,1,1,1,1,1,-1,-1,-1,14
496,男,18~25,均匀的,学生,1,3,2,1,1,1,2,-1,-1,1,1,14
497,男,18~25,均匀的,学生,3,-1,3,3,3,2,3,-1,1,1,1,14
498,男,18~25,均匀的,学生,3,-2,1,3,-1,-2,3,1,1,2,1,14
499,男,18岁以下,偏瘦的,本科在校学生,1,-1,1,1,1,1,1,1,-1,-2,-1,14
500,男,26~30,偏胖的,学生,1,-2,2,-1,2,-1,2,2,-2,-2,2,14
501,男,26~30,均匀的,颜色科学,-3,3,1,-3,-3,-3,-3,-2,2,-3,-2,14
502,男,26~30,偏胖的,(空),1,2,1,1,1,-1,1,1,-1,-2,-2,14
503,男,26~30,偏瘦的,design master,-2,1,2,-2,-1,-2,-1,1,-2,-1,2,14
504,男,31~40,偏胖的,工业设计,-3,-1,1,-3,-3,-3,-2,1,1,-1,1,14
505,男,31~40,偏胖的,教師,-1,-1,1,1,-1,1,1,1,1,-1,-1,14
506,男,31~40,偏胖的,(空),1,-3,1,-2,-2,-1,1,1,1,1,-1,14
507,男,31~40,偏胖的,design phd,-2,2,-1,3,2,1,-1,-2,2,-2,-1,14
508,男,31~40,偏胖的,(空),-2,-2,-1,2,1,2,-2,-2,-3,-2,-2,14
509,男,41~50,均匀的,教师,-2,-1,1,1,-1,-1,-2,-1,-2,-2,-2,14
510,女,18~25,偏胖的,行銷企劃,2,-2,2,1,-2,-3,2,-2,3,1,-2,15
511,女,18~25,偏胖的,設計師,1,-1,2,-1,1,1,-1,-2,3,-3,-1,15
512,女,18~25,偏瘦的,学生,2,2,2,1,1,2,2,-1,2,-2,-2,15
513,女,18~25,均匀的,财务会计,3,-3,3,3,2,1,3,-1,2,1,3,15
514,女,18~25,均匀的,学生,3,-2,3,2,2,1,1,3,3,-1,3,15
515,女,26~30,均匀的,設計,1,2,3,1,2,1,1,-1,2,-3,-2,15
516,女,26~30,偏胖的,服装,-1,-1,-1,2,2,1,-1,-1,1,2,2,15
517,女,26~30,均匀的,教师,1,2,2,2,2,2,1,-1,2,-1,1,15
518,女,26~30,均匀的,医师,2,1,2,1,2,2,2,-1,2,-2,2,15
519,女,26~30,偏胖的,医学,1,-2,2,2,1,-1,-2,-2,2,-2,-1,15
520,女,26~30,均匀的,服装,1,2,-1,-1,-2,-1,1,-1,1,-1,-1,15
521,女,26~30,均匀的,服装设计,2,1,2,1,-2,-1,2,-2,3,-3,-3,15
522,女,26~30,均匀的,纺织研究助理,2,1,3,1,1,2,1,-1,2,-1,1,15
523,女,31~40,偏瘦的,(空),1,3,1,-1,-2,1,1,-3,-3,-3,-3,15
524,女,31~40,均匀的,(空),2,2,2,3,2,3,2,2,3,3,3,15
525,女,31~40,均匀的,教师,-2,1,-1,1,-1,1,2,-1,1,-1,-1,15
526,女,31~40,偏胖的,教育,-1,-2,1,-1,1,-1,1,1,1,-2,-2,15
527,男,18~25,均匀的,master of school of architecture,3,2,3,3,3,1,3,1,-2,-1,3,15
528,男,18~25,偏瘦的,广告,2,1,1,2,1,-1,-2,-1,3,-3,-3,15
529,男,18~25,均匀的,学生,1,1,1,2,1,1,1,1,1,1,1,15
530,男,18~25,均匀的,学生,1,-2,2,1,1,1,1,-1,-1,-1,1,15
531,男,18~25,均匀的,学生,2,2,3,1,1,2,2,-1,1,-1,-1,15
532,男,18~25,均匀的,学生,3,3,2,1,1,1,2,1,2,1,1,15
533,男,18岁以下,偏瘦的,本科在校学生,1,-1,2,1,1,2,1,1,-2,-2,-1,15
534,男,26~30,偏胖的,学生,2,1,3,3,3,-1,3,1,3,3,3,15
535,男,26~30,均匀的,颜色科学,2,1,2,2,2,2,2,2,2,1,1,15
536,男,26~30,偏胖的,(空),2,3,2,1,1,1,1,1,-1,-1,-2,15
537,男,26~30,偏瘦的,design master,3,2,3,2,3,2,2,1,3,2,2,15
538,男,31~40,偏胖的,工业设计,2,2,2,-1,2,2,2,1,3,1,1,15
539,男,31~40,偏胖的,教師,-1,3,1,1,-1,1,-1,1,1,1,-1,15
540,男,31~40,偏胖的,(空),2,-2,2,-1,1,1,-2,2,2,-2,-2,15
541,男,31~40,偏胖的,design phd,1,-2,1,3,3,-2,2,1,1,-2,-1,15
542,男,31~40,偏胖的,(空),-2,-2,-3,-2,-3,-3,-3,1,-1,-2,-3,15
543,男,41~50,均匀的,教师,1,1,2,1,1,2,1,-2,2,-2,-3,15
544,女,18~25,偏胖的,行銷企劃,-2,-1,2,-3,-3,-3,2,-2,1,-3,-2,16
545,女,18~25,偏胖的,設計師,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,16
546,女,18~25,偏瘦的,学生,1,-1,1,-1,-2,2,2,-3,3,-3,-3,16
547,女,18~25,均匀的,财务会计,3,-3,3,3,3,2,3,-1,2,1,2,16
548,女,18~25,均匀的,学生,1,-3,2,2,-1,3,2,3,3,-1,1,16
549,女,26~30,均匀的,設計,-2,-2,1,-2,1,1,-2,1,-1,-3,-3,16
550,女,26~30,偏胖的,服装,1,-2,-2,-1,1,2,-1,-1,-1,1,1,16
551,女,26~30,均匀的,教师,1,-2,1,2,2,2,1,-1,2,-1,1,16
552,女,26~30,均匀的,医师,2,-1,2,1,2,1,2,-1,2,-1,2,16
553,女,26~30,偏胖的,医学,1,-2,1,1,-2,1,-1,1,-1,-1,1,16
554,女,26~30,均匀的,服装,-1,-2,2,-1,-1,-1,-1,1,-2,-1,1,16
555,女,26~30,均匀的,服装设计,-2,-1,1,-2,1,-1,-1,-1,-3,-3,-3,16
556,女,26~30,均匀的,纺织研究助理,-2,2,2,-1,1,-1,-3,-1,-3,-2,-2,16
557,女,31~40,偏瘦的,(空),-3,1,1,-3,-3,-3,-3,-2,-3,3,-3,16
558,女,31~40,均匀的,(空),2,-2,2,1,2,1,2,3,3,3,3,16
559,女,31~40,均匀的,教师,-1,-2,1,1,-1,1,-1,-1,-1,-1,-1,16
560,女,31~40,偏胖的,教育,-2,-2,2,-2,-3,-3,-1,-2,-3,-3,-3,16
561,男,18~25,均匀的,master of school of architecture,-1,-2,1,-2,-3,-3,-1,-2,-3,1,-1,16
562,男,18~25,偏瘦的,广告,-1,1,-2,-2,-1,-3,-1,-1,-1,-2,-3,16
563,男,18~25,均匀的,学生,1,-2,2,2,1,1,1,1,1,1,1,16
564,男,18~25,均匀的,学生,1,-3,1,1,1,1,1,1,1,1,1,16
565,男,18~25,均匀的,学生,3,1,3,3,2,2,3,2,3,2,3,16
566,男,18~25,均匀的,学生,3,-2,1,3,2,2,3,1,3,-1,2,16
567,男,18岁以下,偏瘦的,本科在校学生,1,-1,2,1,1,2,1,1,1,-2,-1,16
568,男,26~30,偏胖的,学生,-1,-1,3,-1,-1,-1,3,-2,-1,2,2,16
569,男,26~30,均匀的,颜色科学,-1,1,-1,-2,-2,-3,-2,-1,1,-1,-1,16
570,男,26~30,偏胖的,(空),2,-1,2,2,2,1,2,1,1,-1,-2,16
571,男,26~30,偏瘦的,design master,-2,-1,2,-1,-2,-3,2,1,-2,1,2,16
572,男,31~40,偏胖的,工业设计,-2,1,1,-2,-2,-2,-2,-1,1,-2,-2,16
573,男,31~40,偏胖的,教師,-1,-2,1,1,-1,2,1,1,-1,1,2,16
574,男,31~40,偏胖的,(空),1,-3,1,-2,1,1,-1,1,1,-2,-2,16
575,男,31~40,偏胖的,design phd,-2,-2,-2,1,-2,-2,-1,2,-2,2,3,16
576,男,31~40,偏胖的,(空),-3,-3,2,-3,-3,-3,-1,-2,-2,-3,-3,16
577,男,41~50,均匀的,教师,-2,-1,-1,1,-1,-2,-2,-1,-2,-3,-3,16
578,女,18~25,偏胖的,行銷企劃,3,2,2,1,1,2,1,1,1,2,2,17
579,女,18~25,偏胖的,設計師,-3,-1,-2,-3,-3,-3,-2,-3,-3,-3,-3,17
580,女,18~25,偏瘦的,学生,1,2,2,-2,-3,2,2,-3,3,-3,-3,17
581,女,18~25,均匀的,财务会计,-1,-3,1,3,1,1,1,-1,1,-1,-1,17
582,女,18~25,均匀的,学生,3,1,3,1,1,3,3,-3,3,-1,-1,17
583,女,26~30,均匀的,設計,2,2,2,1,2,2,2,1,1,2,1,17
